original_language,popularity,release_date,vote_average,vote_count,studio,movie,production_budget,domestic_gross,worldwide_gross
en,15.095999999999998,2016-06-03,5.9,1860,Par.,Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000","$82,051,601","$245,328,374"
en,15.044,2016-12-23,6.2,2494,Fox,Why Him?,"$38,000,000","$60,323,786","$117,425,156"
en,14.797,2016-07-01,5.8,4102,WB,The Legend of Tarzan,"$180,000,000","$126,643,061","$348,902,025"
en,14.751,2016-12-10,8.0,4710,Fox,Hidden Figures,"$25,000,000","$169,607,287","$231,771,716"
en,14.568,2016-07-29,6.1,3611,Uni.,Jason Bourne,"$120,000,000","$162,192,920","$416,168,316"
en,14.508,2016-07-27,7.1,4590,LGF,Nerve,"$20,000,000","$38,583,626","$70,652,284"
en,14.478,2016-06-17,6.3,3133,WB (NL),Central Intelligence,"$50,000,000","$127,440,871","$217,194,805"
en,14.332,2016-07-29,6.5,2600,STX,Bad Moms,"$20,000,000","$113,257,297","$180,998,716"
en,14.33,2015-12-11,6.6,2137,WB,In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309"
en,14.091,2016-06-24,6.3,3037,Sony,The Shallows,"$13,000,000","$55,121,623","$118,763,442"
en,13.847000000000001,2016-08-19,7.7,2029,Focus,Kubo and the Two Strings,"$55,000,000","$48,023,088","$77,548,122"
en,13.81,2016-10-14,6.9,3407,WB,The Accountant,"$40,000,000","$86,260,045","$152,962,083"
en,13.743,2016-05-20,7.1,4272,WB,The Nice Guys,"$50,000,000","$36,261,763","$59,596,747"
en,13.703,2016-09-16,7.1,2427,ORF,Snowden,"$50,000,000","$21,587,519","$35,380,918"
en,13.685,2016-09-30,6.7,2606,LG/S,Deepwater Horizon,"$156,000,000","$61,433,527","$122,603,824"
en,13.493,2016-02-19,6.6,2931,A24,The Witch,"$3,500,000","$25,138,705","$40,454,520"
en,13.334000000000001,2016-02-26,5.8,1258,ORF,Triple 9,"$20,000,000","$12,639,297","$25,943,792"
en,13.095999999999998,2015-11-20,7.4,1949,Wein.,Carol,"$11,800,000","$12,711,491","$42,843,521"
en,12.997,2016-02-12,4.7,1374,Par.,Zoolander 2,"$50,000,000","$28,848,693","$55,348,693"
en,12.977,2016-01-15,6.2,939,Uni.,Ride Along 2,"$40,000,000","$90,862,685","$124,827,316"
en,12.967,2016-01-15,5.8,3657,Sony,The 5th Wave,"$38,000,000","$34,912,982","$111,336,398"
en,12.857000000000001,2016-12-16,7.2,3270,WB (NL),Collateral Beauty,"$36,000,000","$31,016,021","$85,309,093"
en,12.845999999999998,2016-04-15,6.0,248,WB (NL),Barbershop: The Next Cut,"$20,000,000","$54,030,051","$54,404,202"
en,12.835999999999999,2015-10-16,7.2,4313,BV,Bridge of Spies,"$40,000,000","$72,313,754","$162,498,338"
en,12.761,2015-10-23,6.4,1841,Wein.,Burnt,"$20,000,000","$13,651,946","$36,773,510"
en,12.753,2016-12-16,6.8,1465,Par.,Fences,"$24,000,000","$57,682,904","$64,282,881"
en,12.673,2016-01-29,6.4,943,BV,The Finest Hours,"$70,000,000","$27,569,558","$49,252,761"
en,12.545,2016-06-24,7.8,915,Orch.,Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,845,533"
en,12.408,2016-07-22,6.3,2220,WB (NL),Lights Out,"$5,000,000","$67,268,835","$148,806,510"
en,12.349,2017-01-20,7.0,2093,Wein.,The Founder,"$15,000,000","$12,786,053","$24,403,192"
en,12.312000000000001,2016-02-05,5.9,2328,Uni.,"Hail, Caesar!","$22,000,000","$30,080,225","$64,160,680"
en,12.215,2016-11-25,7.4,912,EC,Miss Sloane,"$18,000,000","$3,500,605","$7,719,630"
en,12.100999999999999,2016-09-23,6.5,1308,WB,Storks,"$70,000,000","$72,679,278","$183,353,431"
en,11.927,2016-10-07,6.3,3479,Strand,The Girl on the Train,"$45,000,000","$75,395,035","$174,278,214"
en,11.823,2016-10-21,6.0,1416,Uni.,Ouija: Origin of Evil,"$9,000,000","$35,144,505","$81,831,866"
en,11.787,2016-06-14,6.6,2005,BG,The Neon Demon,"$7,500,000","$1,333,124","$3,559,803"
en,11.731,2015-08-14,7.7,2048,Uni.,Straight Outta Compton,"$28,000,000","$161,197,785","$202,182,981"
en,11.675999999999998,2016-07-08,6.0,1552,Fox,Mike and Dave Need Wedding Dates,"$33,000,000","$46,009,673","$75,898,100"
en,11.546,2016-11-18,7.2,2224,STX,The Edge of Seventeen,"$9,000,000","$14,431,633","$19,096,003"
en,11.482999999999999,2016-02-26,7.2,1190,Fox,Eddie the Eagle,"$23,000,000","$15,789,389","$45,060,480"
en,11.442,2016-04-08,5.8,822,Uni.,The Boss,"$29,000,000","$63,077,560","$78,652,207"
en,11.432,2016-01-22,5.8,2667,LGF,Dirty Grandpa,"$11,500,000","$35,593,113","$105,078,449"
en,11.344000000000001,2015-11-01,6.6,894,Fox,The Peanuts Movie,"$99,000,000","$130,178,411","$250,091,610"
en,11.134,2016-05-13,6.4,1859,TriS,Money Monster,"$27,000,000","$41,012,075","$93,466,095"
en,11.128,2016-12-23,7.1,1918,Focus,A Monster Calls,"$43,000,000","$3,740,823","$46,414,530"
en,11.055,2016-04-22,5.9,589,RAtt.,A Hologram for the King,"$35,000,000","$4,212,494","$11,846,010"
en,11.048,2017-04-21,6.2,1397,BST,The Lost City of Z,"$30,000,000","$8,574,339","$17,121,823"
en,10.729000000000001,2016-12-09,5.6,1191,Par.,Office Christmas Party,"$45,000,000","$54,767,494","$91,323,299"
en,10.713,2016-02-05,5.5,1065,W/Dim.,Regression,"$20,000,000","$55,039","$15,824,374"
en,10.654000000000002,2016-08-19,6.8,2387,WB,War Dogs,"$50,000,000","$43,034,523","$86,234,503"
en,10.542,1986-04-18,6.2,509,Uni.,Legend,"$25,000,000","$1,872,994","$42,425,450"
en,10.542,1986-04-18,6.2,509,Uni.,Legend,"$25,000,000","$15,502,112","$23,506,237"
en,10.535,2016-11-11,5.2,374,EC,Shut In,"$10,000,000","$6,900,335","$11,360,665"
en,10.459000000000001,2016-04-06,6.2,1294,STX,Hardcore Henry,"$2,000,000","$9,252,038","$17,187,434"
en,10.285,2015-12-30,7.1,927,Par.,Anomalisa,"$8,000,000","$3,759,286","$5,706,168"
en,10.219,2016-03-11,7.1,850,BST,Eye in the Sky,"$13,000,000","$18,704,596","$35,402,802"
en,10.195,2015-11-20,6.8,1692,Uni.,Legend,"$25,000,000","$1,872,994","$42,425,450"
en,10.195,2015-11-20,6.8,1692,Uni.,Legend,"$25,000,000","$15,502,112","$23,506,237"
en,10.089,2016-02-18,5.8,433,Sony,Risen,"$20,000,000","$36,880,033","$46,255,763"
en,10.078,2016-03-18,7.1,478,TriS,Miracles from Heaven,"$13,000,000","$61,705,123","$73,798,736"
en,10.068999999999999,2016-01-08,5.0,957,Focus,The Forest,"$10,000,000","$26,594,261","$40,749,230"
hi,10.022,2016-12-21,8.1,358,UTV,Dangal,"$9,500,000","$12,391,761","$294,654,618"
en,10.0,2016-06-24,6.9,1789,A24,Swiss Army Man,"$3,000,000","$4,210,454","$5,837,111"
en,9.943,2016-04-15,6.8,1314,A24,Green Room,"$5,000,000","$3,220,371","$3,807,503"
en,9.912,2016-09-02,5.7,843,Fox,Morgan,"$8,000,000","$3,915,251","$7,298,786"
en,9.908999999999999,2016-07-08,6.1,5374,Uni.,The Secret Life of Pets,"$75,000,000","$368,384,330","$886,750,534"
en,9.897,2015-10-16,6.5,2986,Uni.,Crimson Peak,"$55,000,000","$31,090,320","$74,966,854"
en,9.772,2016-09-16,5.0,1094,LGF,Blair Witch,"$10,000,000","$20,777,061","$38,985,577"
en,9.588,2016-07-13,6.6,943,BG,The Infiltrator,"$47,500,000","$15,436,808","$20,718,104"
en,9.486,2016-12-28,7.1,736,BST,Paterson,"$5,000,000","$2,141,423","$10,727,536"
en,9.417,2016-06-10,6.5,391,RAtt.,Genius,"$17,000,000","$1,361,045","$7,265,283"
en,9.325,2016-01-15,4.2,192,LGF,Norm of the North,"$18,000,000","$17,062,499","$30,535,660"
en,9.269,2015-12-04,6.3,393,SPC,The Lady in the Van,"$6,000,000","$10,021,175","$42,320,503"
en,9.267000000000001,2016-09-30,6.7,349,BST,Denial,"$10,000,000","$4,073,448","$9,263,940"
en,9.149,2016-12-09,5.5,777,ENTMP,Friend Request,"$9,900,000","$3,759,078","$11,310,835"
en,9.086,2016-02-05,5.7,1195,SGem,Pride and Prejudice and Zombies,"$28,000,000","$10,907,291","$16,638,300"
en,9.078,2016-03-11,5.3,470,Fox,The Other Side of the Door,"$5,000,000","$3,000,342","$12,905,107"
en,9.061,2015-11-10,5.8,1200,Fox,Victor Frankenstein,"$40,000,000","$5,775,076","$31,124,367"
en,9.014,2015-11-20,6.1,956,Sony,The Night Before,"$25,000,000","$43,035,725","$52,427,346"
en,8.952,2016-04-29,6.0,644,WB (NL),Keanu,"$15,000,000","$20,591,853","$20,688,141"
en,8.895,2015-10-09,6.8,2572,Uni.,Steve Jobs,"$30,000,000","$17,766,658","$35,579,007"
en,8.88,2016-10-14,5.2,383,ORF,Max Steel,"$10,000,000","$3,818,664","$4,563,080"
en,8.825,2016-01-29,5.5,439,Wein.,Jane Got a Gun,"$25,000,000","$1,513,793","$3,771,345"
en,8.818999999999999,2016-12-02,6.4,1420,FoxS,Jackie,"$9,000,000","$13,960,394","$36,588,512"
ko,8.81,2016-08-12,6.0,86,CJ,Operation Chromite,"$12,700,000","$1,022,720","$49,196,532"
en,8.783999999999999,2016-01-29,4.4,677,ORF,Fifty Shades of Black,"$5,000,000","$11,686,940","$22,113,075"
en,8.777999999999999,2016-09-30,6.7,417,A24,American Honey,"$3,500,000","$663,247","$2,611,750"
en,8.76,2016-04-29,7.2,699,IFC,The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122"
en,8.652999999999999,2016-03-18,6.3,1105,WB,Midnight Special,"$18,000,000","$3,712,282","$7,680,250"
en,8.574,2016-06-24,6.6,787,STX,Free State of Jones,"$50,000,000","$20,810,036","$23,237,252"
en,8.564,2016-03-04,6.2,596,Par.,Whiskey Tango Foxtrot,"$35,000,000","$23,083,334","$25,350,747"
en,8.512,2016-08-05,7.6,1493,EOne,The Little Prince,"$77,500,000","$1,311,213","$102,028,919"
en,8.506,2016-11-04,6.7,529,Focus,Loving,"$9,000,000","$7,710,234","$12,898,064"
en,8.479,2016-10-07,7.0,190,LGF,Middle School: The Worst Years of My Life,"$8,500,000","$20,007,149","$23,311,293"
en,8.453,2016-08-12,6.7,849,Par.,Florence Foster Jenkins,"$29,000,000","$27,383,770","$56,000,339"
en,8.357000000000001,2016-05-13,4.8,347,BH Tilt,The Darkness,"$4,000,000","$10,753,574","$10,898,293"
en,8.258,2016-11-04,6.9,405,ORF,Bleed for This,"$16,000,000","$5,083,906","$6,603,926"
en,8.17,2016-08-26,6.1,167,Wein.,Hands of Stone,"$20,000,000","$4,712,792","$5,031,975"
en,8.062000000000001,2016-09-09,5.3,150,SGem,When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449"
en,7.942,2015-10-23,5.4,241,Uni.,Jem and the Holograms,"$5,000,000","$2,184,640","$2,368,937"
en,7.725,2016-04-22,5.8,186,SPC,The Meddler,"$3,200,000","$4,267,219","$5,526,942"
en,7.564,2016-09-23,7.1,225,BV,Queen of Katwe,"$15,000,000","$8,874,389","$10,055,481"
en,7.1370000000000005,2016-12-02,5.2,314,BH Tilt,Incarnate,"$5,000,000","$4,799,774","$9,371,036"
en,7.12,2016-11-18,7.5,500,Cleopatra,A Street Cat Named Bob,"$8,000,000","$82,703","$17,382,693"
en,6.875,2016-03-11,5.5,78,LGF,The Perfect Match,"$5,000,000","$9,669,521","$10,182,050"
en,6.7139999999999995,2016-03-25,5.8,593,Uni.,My Big Fat Greek Wedding 2,"$18,000,000","$59,689,605","$92,096,558"
en,6.532,2016-11-11,5.6,245,Uni.,Almost Christmas,"$17,000,000","$42,065,185","$42,493,506"
en,6.324,2016-09-09,4.4,272,Rela.,The Disappointments Room,"$15,000,000","$2,423,467","$3,503,761"
en,5.575,2015-10-16,7.0,79,PFR,Woodlawn,"$13,000,000","$14,394,097","$14,403,703"
en,5.531000000000001,2016-03-11,6.1,50,Focus,The Young Messiah,"$16,800,000","$6,469,813","$7,313,697"
en,5.372999999999999,2015-06-19,5.8,57,BG,Eden,"$2,300,000",$0,$0
en,4.419,2016-11-23,7.5,6907,BV,Moana,"$150,000,000","$248,757,044","$637,517,365"
en,4.27,2016-10-25,5.8,22,KE,Wolves,"$18,000,000",$0,"$94,953"
fr,4.208,2015-09-14,6.3,73,IFC,Evolution,"$80,000,000","$38,311,134","$98,341,932"
en,2.454,2016-04-07,5.0,5,Uni.,Split,"$5,000,000","$138,141,585","$278,964,806"
en,2.029,2016-08-02,4.8,16,Uni.,Split,"$5,000,000","$138,141,585","$278,964,806"
es,1.9269999999999998,2016-04-22,5.1,21,PNT,Compadres,"$3,000,000","$3,127,773","$7,445,044"
en,1.536,2016-12-02,6.5,11,ORF,Believe,"$3,500,000","$890,303","$890,303"
en,1.39,2016-11-18,5.6,7,WB,Project X,"$12,000,000","$54,731,865","$103,028,188"
th,1.255,2016-03-09,5.9,15,Focus,The Forest,"$10,000,000","$26,594,261","$40,749,230"
en,0.675,2016-06-20,7.0,2,Over.,Let Me In,"$20,000,000","$12,134,935","$28,270,399"
en,0.634,2016-04-28,6.0,1,RAtt.,The Joneses,"$10,000,000","$1,475,746","$3,541,565"
en,0.6,2016-05-24,10.0,1,Rela.,Paranoia,"$40,000,000","$7,388,654","$16,340,767"
en,0.6,2016-01-24,3.5,2,RLJ,Mandy,"$6,000,000","$1,214,525","$1,427,656"
en,48.571000000000005,2017-10-06,7.4,6679,WB,Blade Runner 2049,"$185,000,000","$92,054,159","$259,357,408"
en,46.775,2017-07-07,7.4,11585,Sony,Spider-Man: Homecoming,"$175,000,000","$334,201,140","$880,166,350"
en,43.45,2017-11-03,7.5,11380,BV,Thor: Ragnarok,"$180,000,000","$315,058,289","$846,980,024"
en,34.953,2017-11-17,6.2,7510,WB,Justice League,"$300,000,000","$229,024,295","$655,945,209"
en,33.035,2016-11-04,7.3,12582,BV,Doctor Strange,"$165,000,000","$232,641,920","$676,404,566"
en,31.618000000000002,2017-06-02,7.3,12566,WB,Wonder Woman,"$150,000,000","$412,563,408","$821,133,378"
en,29.388,2017-03-10,6.3,6054,WB,Kong: Skull Island,"$185,000,000","$168,052,812","$561,072,059"
en,28.668000000000003,2017-04-14,6.9,6335,Uni.,The Fate of the Furious,"$250,000,000","$225,764,765","$1,234,846,267"
en,28.101,2017-05-26,6.6,6931,BV,Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000","$172,558,876","$788,241,137"
en,25.961,2017-11-22,8.2,8669,BV,Coco,"$175,000,000","$209,726,015","$798,008,101"
en,25.441999999999997,2016-11-11,7.4,10387,Par.,Arrival,"$47,000,000","$100,546,139","$203,127,894"
en,24.739,2017-02-24,7.5,8760,Uni.,Get Out,"$5,000,000","$176,040,665","$255,367,951"
en,24.651,2017-05-19,5.9,4971,Fox,Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247"
en,24.358,2017-07-19,7.4,9156,WB,Dunkirk,"$150,000,000","$190,068,280","$499,837,368"
en,24.337,2017-09-22,7.0,5531,Fox,Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696"
en,24.258000000000003,2017-06-21,6.0,3255,Par.,Transformers: The Last Knight,"$217,000,000","$130,168,683","$602,893,340"
en,24.074,2016-11-04,8.1,6608,LGF,Hacksaw Ridge,"$40,000,000","$67,209,615","$168,904,682"
en,24.003,2017-07-21,6.6,4149,STX,Valerian and the City of a Thousand Planets,"$180,000,000","$40,479,370","$215,098,356"
en,23.445,2017-07-14,7.0,5235,Fox,War for the Planet of the Apes,"$152,000,000","$146,880,162","$489,592,267"
en,22.895,2017-06-28,7.4,8034,TriS,Baby Driver,"$34,000,000","$107,825,862","$228,104,185"
en,22.025,2017-12-01,7.2,7224,FoxS,The Shape of Water,"$19,500,000","$63,859,435","$195,790,794"
en,22.009,2017-12-20,8.0,5197,Fox,The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550"
en,21.793000000000003,2017-05-12,6.5,3305,WB,King Arthur: Legend of the Sword,"$175,000,000","$39,175,066","$139,630,336"
en,21.662,2017-07-28,6.3,3645,Focus,Atomic Blonde,"$30,000,000","$51,573,925","$98,345,423"
en,21.401,2016-12-16,7.5,9296,BV,Rogue One: A Star Wars Story,"$200,000,000","$532,177,324","$1,049,102,856"
en,21.245,2017-08-11,6.5,3141,WB (NL),Annabelle: Creation,"$15,000,000","$102,092,201","$305,384,865"
en,21.23,2017-10-13,6.6,3211,Uni.,Happy Death Day,"$5,000,000","$55,683,845","$125,010,260"
en,20.395,2017-12-20,6.7,7213,Sony,Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$964,496,193"
en,20.101,2017-11-17,8.2,3959,LGF,Wonder,"$20,000,000","$132,422,809","$304,604,712"
en,19.611,2016-11-23,6.7,2765,Par.,Allied,"$106,000,000","$40,098,064","$119,266,661"
en,19.479,2017-12-15,7.1,1425,Fox,Ferdinand,"$111,000,000","$84,410,380","$289,847,930"
en,19.144000000000002,2017-02-17,5.8,2775,Uni.,The Great Wall,"$150,000,000","$45,157,105","$334,486,852"
en,18.976,2017-01-06,5.5,2318,SGem,Underworld: Blood Wars,"$35,000,000","$30,353,973","$81,209,222"
en,18.427,2017-06-16,6.7,2596,BV,Cars 3,"$175,000,000","$152,901,115","$383,541,369"
en,18.31,2017-06-02,6.0,587,Fox,Captain Underpants: The First Epic Movie,"$38,000,000","$73,921,000","$126,577,874"
en,17.808,2017-11-10,8.2,5432,FoxS,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$160,191,915"
en,17.572,2016-12-21,6.9,4303,Uni.,Sing,"$75,000,000","$270,329,045","$634,454,789"
en,17.41,2016-10-28,5.9,3877,Sony,Inferno,"$75,000,000","$34,343,574","$219,519,367"
en,17.398,2017-10-27,6.1,1887,LGF,Jigsaw,"$10,000,000","$38,052,832","$102,445,196"
en,17.215999999999998,2016-11-25,8.1,3833,Wein.,Lion,"$12,000,000","$51,739,495","$149,570,720"
en,17.085,2016-10-21,5.6,2831,Par.,Jack Reacher: Never Go Back,"$60,000,000","$58,697,076","$159,946,489"
en,16.748,2017-09-29,6.7,2188,Uni.,American Made,"$50,000,000","$51,342,000","$135,569,212"
en,16.745,2017-04-12,7.9,2035,FoxS,Gifted,"$7,000,000","$24,801,212","$36,964,656"
en,16.637999999999998,2016-11-18,7.5,3176,RAtt.,Manchester by the Sea,"$8,500,000","$47,695,371","$77,733,867"
en,16.604,2017-11-01,6.3,1044,STX,A Bad Moms Christmas,"$28,000,000","$72,110,659","$127,710,550"
en,16.407,2017-06-30,6.3,4106,Uni.,Despicable Me 3,"$75,000,000","$264,624,300","$1,034,727,750"
en,16.285999999999998,2016-11-04,6.6,1880,Fox,Trolls,"$125,000,000","$153,707,064","$344,150,134"
en,16.275,2016-12-09,7.9,10028,LG/S,La La Land,"$20,000,000","$151,101,803","$426,351,163"
en,16.19,2016-11-18,7.4,4192,Focus,Nocturnal Animals,"$22,500,000","$10,663,357","$32,398,681"
en,15.974,2017-11-03,7.3,3866,A24,Lady Bird,"$10,000,000","$48,958,273","$78,610,769"
en,15.743,2017-08-18,6.7,1627,BST,Logan Lucky,"$29,000,000","$27,778,642","$44,264,271"
en,15.663,2017-04-07,6.2,736,Sony,Smurfs: The Lost Village,"$60,000,000","$45,020,282","$197,578,586"
en,15.550999999999998,2017-12-22,7.0,2506,Fox,The Post,"$50,000,000","$81,903,458","$179,748,880"
en,15.517000000000001,2017-08-04,5.6,2842,Sony,The Dark Tower,"$60,000,000","$50,701,325","$113,461,527"
en,15.435,2016-12-21,6.9,1337,LGF,Patriots Day,"$40,000,000","$31,886,361","$52,837,989"
en,15.434000000000001,2017-09-15,6.3,1596,LGF,American Assassin,"$63,000,000","$36,249,674","$68,310,140"
en,15.407,2017-12-08,7.5,2904,Neon,"I, Tonya","$11,000,000","$30,014,534","$53,797,409"
en,15.331,2017-11-22,7.3,2715,Focus,Darkest Hour,"$30,000,000","$56,443,120","$150,807,172"
en,15.227,2017-09-15,7.0,3458,Par.,mother!,"$30,000,000","$17,800,004","$42,531,076"
en,15.044,2016-12-23,6.2,2494,Fox,Why Him?,"$38,000,000","$60,323,786","$117,425,156"
en,14.89,2017-12-22,6.5,1884,Uni.,Pitch Perfect 3,"$45,000,000","$104,897,530","$185,736,412"
en,14.88,2017-07-23,5.4,1447,Sony,The Emoji Movie,"$50,000,000","$86,089,513","$216,562,312"
en,14.751,2016-12-10,8.0,4710,Fox,Hidden Figures,"$25,000,000","$169,607,287","$231,771,716"
en,14.616,2017-10-13,6.7,1086,STX,The Foreigner,"$35,000,000","$34,393,507","$140,783,360"
en,14.584000000000001,2017-03-03,7.0,2135,ORF,Before I Fall,"$5,000,000","$12,241,072","$18,945,682"
en,14.581,2017-10-20,5.1,1225,Uni.,The Snowman,"$35,000,000","$6,670,765","$43,226,146"
en,14.53,2017-11-17,5.4,233,Sony,The Star,"$20,000,000","$40,847,995","$62,758,010"
en,14.437000000000001,2017-02-03,7.1,1455,STX,The Space Between Us,"$30,000,000","$7,885,294","$16,481,405"
en,14.429,2017-05-26,6.1,4748,Par.,Baywatch,"$60,000,000","$58,060,186","$175,863,783"
en,14.338,2017-06-16,5.6,1096,Sony,Rough Night,"$20,000,000","$22,105,643","$46,844,357"
en,13.998,2017-05-19,7.2,2447,WB,"Everything, Everything","$10,000,000","$34,121,140","$61,603,136"
en,13.966,2017-09-08,7.2,10931,WB (NL),It,"$35,000,000","$327,481,748","$697,457,969"
en,13.81,2016-10-14,6.9,3407,WB,The Accountant,"$40,000,000","$86,260,045","$152,962,083"
en,13.685,2016-09-30,6.7,2606,LG/S,Deepwater Horizon,"$156,000,000","$61,433,527","$122,603,824"
en,13.652999999999999,2017-10-20,5.8,2246,WB,Geostorm,"$100,000,000","$33,700,160","$220,796,009"
en,13.53,2017-02-03,4.9,1785,Par.,Rings,"$25,000,000","$27,793,018","$82,917,283"
en,13.27,2017-12-01,7.2,1895,A24,The Disaster Artist,"$10,000,000","$21,120,616","$28,717,667"
en,12.857000000000001,2016-12-16,7.2,3270,WB (NL),Collateral Beauty,"$36,000,000","$31,016,021","$85,309,093"
en,12.753,2016-12-16,6.8,1465,Par.,Fences,"$24,000,000","$57,682,904","$64,282,881"
en,12.687999999999999,2017-11-17,6.2,499,Sony,"Roman J. Israel, Esq.","$22,000,000","$11,962,712","$12,967,012"
en,12.45,2017-12-22,5.8,277,WB,Father Figures,"$25,000,000","$17,501,244","$21,038,441"
en,12.349,2017-01-20,7.0,2093,Wein.,The Founder,"$15,000,000","$12,786,053","$24,403,192"
en,12.322000000000001,2017-06-23,7.4,1302,LGF,The Big Sick,"$5,000,000","$42,872,467","$53,972,860"
en,12.215,2016-11-25,7.4,912,EC,Miss Sloane,"$18,000,000","$3,500,605","$7,719,630"
en,12.116,2017-04-21,6.3,540,A24,Free Fire,"$10,000,000","$1,799,322","$3,793,739"
en,12.083,2017-02-10,6.1,4489,Uni.,Fifty Shades Darker,"$55,000,000","$114,434,010","$381,398,492"
en,11.988,2017-09-22,6.9,1045,FoxS,Battle of the Sexes,"$25,000,000","$12,638,526","$18,445,379"
en,11.927,2016-10-07,6.3,3479,Strand,The Girl on the Train,"$45,000,000","$75,395,035","$174,278,214"
en,11.886,2017-07-07,7.0,906,A24,A Ghost Story,"$100,000","$1,594,798","$2,769,782"
en,11.823,2016-10-21,6.0,1416,Uni.,Ouija: Origin of Evil,"$9,000,000","$35,144,505","$81,831,866"
en,11.597000000000001,2017-10-06,7.4,1125,A24,The Florida Project,"$2,000,000","$5,904,366","$11,295,324"
en,11.546,2016-11-18,7.2,2224,STX,The Edge of Seventeen,"$9,000,000","$14,431,633","$19,096,003"
en,11.128,2016-12-23,7.1,1918,Focus,A Monster Calls,"$43,000,000","$3,740,823","$46,414,530"
en,11.048,2017-04-21,6.2,1397,BST,The Lost City of Z,"$30,000,000","$8,574,339","$17,121,823"
en,10.92,2017-05-12,5.3,495,Fox,Snatched,"$42,000,000","$45,852,178","$57,852,177"
en,10.839,2017-05-19,5.6,193,Fox,Diary of a Wimpy Kid: The Long Haul,"$22,000,000","$20,738,724","$35,609,577"
en,10.682,2017-12-22,5.1,1887,Par.,Downsizing,"$68,000,000","$24,449,754","$54,462,971"
en,10.478,2017-09-08,5.9,659,ORF,Home Again,"$15,000,000","$27,020,284","$37,336,874"
te,10.405999999999999,2017-04-27,7.0,252,GrtIndia,Baahubali 2: The Conclusion,"$30,000,000","$18,985,794","$263,502,914"
en,10.362,2017-02-24,5.7,123,LG/S,Rock Dog,"$60,000,000","$9,420,546","$24,148,488"
en,10.219,2017-07-14,5.4,690,BG,Wish Upon,"$12,000,000","$14,301,505","$23,477,345"
en,9.89,2017-08-25,6.4,307,Wein.,Tulip Fever,"$25,000,000","$2,455,635","$6,792,768"
en,9.847000000000001,2017-01-13,5.1,678,STX,The Bye Bye Man,"$7,400,000","$22,395,806","$31,187,727"
en,9.808,2017-02-17,6.0,708,WB (NL),Fist Fight,"$25,000,000","$32,187,017","$40,286,416"
en,9.772,2016-09-16,5.0,1094,LGF,Blair Witch,"$10,000,000","$20,777,061","$38,985,577"
en,9.62,2017-06-30,5.7,474,WB (NL),The House,"$40,000,000","$25,584,504","$31,192,425"
en,9.486,2016-12-28,7.1,736,BST,Paterson,"$5,000,000","$2,141,423","$10,727,536"
en,9.396,2017-10-27,6.9,606,Magn.,The Square,"$1,900,000","$406,216","$740,932"
en,9.396,2017-10-27,6.9,606,Magn.,The Square,"$1,500,000","$124,244","$176,262"
en,9.307,2018-04-06,6.9,133,A24,Lean on Pete,"$8,000,000","$1,163,056","$2,455,027"
en,9.267000000000001,2016-09-30,6.7,349,BST,Denial,"$10,000,000","$4,073,448","$9,263,940"
en,9.035,2017-02-24,5.6,331,ORF,Collide,"$29,200,000","$2,280,004","$5,466,698"
en,8.975,2017-08-11,5.7,227,ORF,The Nut Job 2: Nutty by Nature,"$40,000,000","$28,370,522","$57,438,389"
en,8.88,2016-10-14,5.2,383,ORF,Max Steel,"$10,000,000","$3,818,664","$4,563,080"
en,8.827,2017-01-13,5.9,414,Par.,Monster Trucks,"$125,000,000","$33,370,166","$61,642,798"
ko,8.81,2016-08-12,6.0,86,CJ,Operation Chromite,"$12,700,000","$1,022,720","$49,196,532"
en,8.589,2017-07-21,6.8,968,Uni.,Girls Trip,"$28,000,000","$115,108,515","$140,886,353"
en,8.506,2016-11-04,6.7,529,Focus,Loving,"$9,000,000","$7,710,234","$12,898,064"
en,8.459,2017-12-08,4.9,94,BG,Just Getting Started,"$22,000,000","$6,069,605","$6,756,412"
en,8.258,2016-11-04,6.9,405,ORF,Bleed for This,"$16,000,000","$5,083,906","$6,603,926"
en,8.142000000000001,2017-05-12,6.1,407,RAtt.,The Wall,"$3,000,000","$1,803,064","$4,495,262"
en,7.836,2017-09-22,7.0,782,RAtt.,Stronger,"$30,000,000","$4,211,129","$8,786,752"
en,7.692,2017-06-02,6.1,150,Cohen,Churchill,"$10,000,000","$1,279,681","$7,582,196"
en,7.551,2017-03-03,6.0,604,FoxS,Table 19,"$5,000,000","$3,614,896","$4,620,399"
en,7.445,2017-03-31,6.4,4314,Fox,The Boss Baby,"$125,000,000","$175,003,033","$510,878,762"
en,7.249,2017-06-16,6.4,695,LG/S,All Eyez on Me,"$45,000,000","$44,922,302","$54,876,855"
en,7.12,2016-11-18,7.5,500,Cleopatra,A Street Cat Named Bob,"$8,000,000","$82,703","$17,382,693"
