original_language,popularity,release_date,vote_average,vote_count,studio,movie,production_budget,domestic_gross,worldwide_gross
en,24.364,2013-06-06,6.2,4797,Uni.,The Purge,"$3,000,000","$64,473,115","$91,266,581"
en,21.377,2013-07-19,5.6,2047,Uni.,R.I.P.D.,"$130,000,000","$33,618,855","$79,076,678"
en,21.275,2013-12-13,7.6,7739,WB (NL),The Hobbit: The Desolation of Smaug,"$250,000,000","$258,366,855","$960,366,855"
en,20.487,2013-05-16,7.4,6182,Par.,Star Trek Into Darkness,"$190,000,000","$228,778,661","$467,381,584"
en,20.33,2013-06-21,7.0,6362,BV,Monsters University,"$200,000,000","$268,488,329","$743,588,329"
en,20.187,2013-11-22,7.4,11170,LGF,The Hunger Games: Catching Fire,"$130,000,000","$424,668,047","$864,868,047"
en,19.014,2013-07-03,6.9,7319,Uni.,Despicable Me 2,"$76,000,000","$368,065,385","$975,216,835"
en,18.886,2013-07-19,7.5,5912,WB (NL),The Conjuring,"$20,000,000","$137,400,141","$318,000,141"
en,18.534000000000002,2013-04-18,6.5,6850,Uni.,Oblivion,"$120,000,000","$89,107,235","$287,916,633"
en,18.335,2013-09-27,6.4,1679,Sony,Cloudy with a Chance of Meatballs 2,"$78,000,000","$119,793,567","$274,392,649"
en,18.256,2013-01-04,5.3,780,LGF,Texas Chainsaw 3D,"$20,000,000","$34,341,945","$47,666,013"
en,17.88,2013-10-18,6.7,2799,LG/S,Escape Plan,"$70,000,000","$25,135,965","$103,735,965"
en,17.663,2013-08-09,6.4,5406,TriS,Elysium,"$120,000,000","$93,050,117","$286,192,091"
en,17.574,2013-02-01,5.4,681,WB,Bullet to the Head,"$55,000,000","$9,489,829","$22,597,969"
en,17.434,2013-09-06,6.2,2852,Uni.,Riddick,"$38,000,000","$42,025,135","$94,763,758"
en,16.912,2013-06-28,6.6,2441,Fox,The Heat,"$43,000,000","$159,581,587","$229,727,774"
en,16.759,2013-07-12,6.8,7632,WB,Pacific Rim,"$190,000,000","$101,802,906","$411,002,906"
en,16.673,2013-02-22,5.9,1493,LG/S,Snitch,"$15,000,000","$42,930,462","$57,907,734"
en,16.673,2013-02-22,5.9,1493,LG/S,Snitch,"$850,000",$0,$0
en,16.646,2013-05-31,7.4,9871,LG/S,Now You See Me,"$75,000,000","$117,723,989","$342,769,200"
en,16.493,2013-10-30,7.9,6631,FoxS,12 Years a Slave,"$20,000,000","$56,671,993","$181,025,343"
en,16.484,2013-08-21,6.3,2915,SGem,The Mortal Instruments: City of Bones,"$60,000,000","$31,165,421","$75,965,567"
en,16.29,2013-03-22,6.8,3873,Fox,The Croods,"$135,000,000","$187,168,425","$573,068,425"
en,15.894,2013-01-12,5.9,1692,LGF,The Last Stand,"$30,000,000","$12,050,299","$48,330,757"
en,15.857999999999999,2013-02-14,5.2,4437,Fox,A Good Day to Die Hard,"$92,000,000","$67,349,198","$304,249,198"
en,15.762,2013-08-07,5.9,3109,Fox,Percy Jackson: Sea of Monsters,"$90,000,000","$68,559,554","$200,859,554"
en,15.533,2013-11-01,6.6,3558,LG/S,Ender's Game,"$110,000,000","$61,737,191","$127,983,283"
en,15.482999999999999,2013-10-11,7.6,3909,Sony,Captain Phillips,"$55,000,000","$107,136,417","$220,648,184"
en,15.404000000000002,2013-12-24,7.4,2289,Uni.,Lone Survivor,"$40,000,000","$125,095,601","$149,804,632"
en,15.065,2013-03-29,5.5,3883,Par.,G.I. Joe: Retaliation,"$140,000,000","$122,523,060","$375,740,705"
en,14.95,2013-01-25,5.8,1868,FD,Parker,"$35,000,000","$17,616,641","$48,543,388"
en,14.876,2013-07-19,6.1,1758,Fox,Turbo,"$135,000,000","$83,028,130","$286,896,578"
en,14.8,2013-08-02,6.5,2368,Uni.,2 Guns,"$61,000,000","$75,612,460","$132,493,015"
en,14.793,2013-08-16,6.4,3785,Uni.,Kick-Ass 2,"$28,000,000","$28,795,985","$63,129,909"
en,14.745999999999999,2013-08-07,6.8,5231,WB (NL),We're the Millers,"$37,000,000","$150,394,119","$267,816,276"
en,14.582,2013-06-21,6.7,9132,Par.,World War Z,"$190,000,000","$202,359,711","$531,514,650"
en,14.422,2013-11-27,6.5,1410,ORF,Homefront,"$22,000,000","$20,158,492","$51,695,362"
en,14.415,2013-05-31,5.1,4154,Sony,After Earth,"$130,000,000","$60,522,097","$251,499,665"
en,14.357999999999999,2013-09-21,8.0,5785,WB,Prisoners,"$46,000,000","$61,002,302","$113,402,302"
en,14.133,2013-11-08,7.9,3981,Uni.,About Time,"$12,000,000","$15,323,921","$89,309,178"
en,13.995,2013-05-24,6.4,1670,Fox,Epic,"$100,000,000","$107,518,682","$262,794,441"
en,13.864,2013-03-22,6.2,4086,FD,Olympus Has Fallen,"$70,000,000","$98,927,592","$172,878,928"
en,13.679,2013-09-13,6.6,1801,A24,The Spectacular Now,"$2,500,000","$6,852,971","$6,916,951"
en,13.67,2013-11-02,5.2,619,BH Tilt,The Green Inferno,"$1,000,000","$7,192,291","$12,931,420"
en,13.645999999999999,2013-01-18,5.9,814,Fox,Broken City,"$35,000,000","$19,701,164","$34,480,045"
en,13.552999999999999,2013-02-09,5.8,2230,Uni.,Identity Thief,"$35,000,000","$134,506,920","$175,361,578"
en,13.259,2013-02-01,6.3,4109,LG/S,Warm Bodies,"$30,000,000","$66,380,662","$115,121,608"
en,13.029000000000002,2013-01-11,6.3,2527,WB,Gangster Squad,"$60,000,000","$46,000,903","$104,100,903"
en,13.026,2013-06-28,6.4,2817,Sony,White House Down,"$150,000,000","$73,103,784","$205,440,387"
en,12.96,2013-03-27,6.9,2781,Focus,The Place Beyond the Pines,"$15,000,000","$21,403,519","$47,011,449"
en,12.940999999999999,2013-07-31,5.7,1200,Sony,The Smurfs 2,"$110,000,000","$71,017,784","$348,547,523"
en,12.812999999999999,2013-01-25,4.4,1332,Rela.,Movie 43,"$10,000,000","$8,840,453","$31,164,747"
en,12.78,2013-09-27,5.9,2709,Rela.,Don Jon,"$5,500,000","$24,477,704","$41,268,579"
en,12.773,2013-03-01,5.6,3403,WB (NL),Jack the Giant Slayer,"$195,000,000","$65,187,603","$197,687,603"
en,12.719000000000001,2013-08-23,6.7,2990,Focus,The World's End,"$20,000,000","$26,004,851","$47,508,505"
en,12.507,2013-05-10,7.0,1592,RAtt.,Mud,"$10,000,000","$21,590,086","$31,556,959"
en,12.482000000000001,2013-07-03,6.0,3789,BV,The Lone Ranger,"$275,000,000","$89,302,115","$260,002,115"
en,12.481,2013-12-12,6.8,4443,Sony,American Hustle,"$40,000,000","$150,117,807","$257,878,294"
en,12.454,2013-03-14,6.2,1645,MNE,Upside Down,"$50,000,000","$102,118","$26,387,039"
en,12.389000000000001,2013-11-22,7.9,4961,Focus,Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845"
en,12.08,2013-12-18,6.1,1408,Par.,Anchorman 2: The Legend Continues,"$50,000,000","$127,352,707","$172,185,754"
en,11.982999999999999,2013-01-18,6.1,2421,Uni.,Mama,"$15,000,000","$71,628,180","$148,095,566"
en,11.765,2013-06-14,7.4,1039,SPC,Before Midnight,"$3,000,000","$8,110,621","$23,251,930"
en,11.582,2013-02-22,6.1,1004,W/Dim.,Dark Skies,"$3,500,000","$17,418,667","$27,704,111"
en,11.45,2013-08-23,6.6,1258,LGF,You're Next,"$1,000,000","$18,494,006","$26,887,177"
en,11.315,2013-03-14,6.7,1779,TriS,The Call,"$12,800,000","$51,872,378","$69,821,476"
en,11.289000000000001,2013-07-12,5.9,2090,Sony,Grown Ups 2,"$80,000,000","$133,668,525","$247,023,808"
en,11.231,2013-04-25,5.8,678,LGF,The Big Wedding,"$32,500,000","$21,819,348","$48,425,971"
en,11.062000000000001,2013-11-01,5.8,410,Rela.,Free Birds,"$55,000,000","$55,750,480","$110,387,072"
en,10.743,2013-12-25,7.1,4859,Fox,The Secret Life of Walter Mitty,"$91,000,000","$58,236,838","$187,861,183"
en,10.738,2013-03-01,6.6,1282,FoxS,Stoker,"$12,000,000","$1,703,125","$12,034,913"
en,10.690999999999999,2013-03-15,5.0,2495,A24,Spring Breakers,"$5,000,000","$14,124,286","$31,149,251"
en,10.56,2013-12-20,5.4,210,Fox,Walking with Dinosaurs,"$80,000,000","$36,076,121","$123,368,842"
en,10.55,2013-10-25,5.1,1072,Fox,The Counselor,"$25,000,000","$16,973,715","$71,009,334"
en,10.549000000000001,2013-12-06,7.2,1400,CBS,Inside Llewyn Davis,"$11,000,000","$13,248,209","$32,943,247"
en,10.542,1986-04-18,6.2,509,Uni.,Legend,"$25,000,000","$1,872,994","$42,425,450"
en,10.542,1986-04-18,6.2,509,Uni.,Legend,"$25,000,000","$15,502,112","$23,506,237"
en,10.443,2013-07-26,7.0,1983,SPC,Blue Jasmine,"$18,000,000","$33,404,871","$102,912,961"
en,10.442,2013-10-02,5.6,761,Fox,Runner Runner,"$30,000,000","$19,316,646","$60,512,680"
en,10.36,2013-10-11,5.5,1079,ORF,Machete Kills,"$20,000,000","$8,008,161","$18,273,009"
en,10.349,2013-03-08,6.0,866,FD,Dead Man Down,"$30,000,000","$10,895,295","$19,599,974"
en,10.196,2013-07-19,5.8,1396,RTWC,Only God Forgives,"$4,800,000","$775,849","$4,494,560"
en,10.03,2013-10-11,5.5,326,RTWC,All the Boys Love Mandy Lane,"$750,000",$0,"$1,960,521"
en,9.597000000000001,2013-12-07,5.6,129,MNE,Khumba,"$15,000,000",$0,"$20,898,221"
en,9.587,2013-07-26,7.4,645,Wein.,Fruitvale Station,"$900,000","$16,098,998","$17,549,645"
en,9.586,2013-12-27,6.9,843,Wein.,August: Osage County,"$25,000,000","$37,738,810","$50,738,810"
en,9.585,2013-12-20,7.4,2050,BV,Saving Mr. Banks,"$35,000,000","$83,299,761","$114,962,525"
en,9.571,2013-04-05,6.6,1348,FoxS,Trance,"$950,000",$0,$0
en,9.571,2013-04-05,6.6,1348,FoxS,Trance,"$16,000,000","$2,322,593","$22,594,052"
en,9.521,2013-11-15,7.4,967,Par.,Nebraska,"$12,000,000","$17,654,912","$24,761,360"
en,9.42,2013-05-17,7.4,624,IFC,Frances Ha,"$3,000,000","$4,067,398","$11,262,769"
en,9.362,2013-03-15,5.4,920,WB (NL),The Incredible Burt Wonderstone,"$32,000,000","$22,537,881","$27,392,609"
en,9.258,2013-12-27,6.9,546,Par.,Labor Day,"$18,000,000","$13,371,528","$14,189,810"
en,9.139,2013-12-06,6.6,1077,Rela.,Out of the Furnace,"$22,000,000","$11,330,849","$15,434,375"
en,9.095,2013-02-14,7.1,1433,Rela.,Safe Haven,"$28,000,000","$71,399,120","$94,050,951"
en,9.033999999999999,2013-11-08,7.5,2788,Fox,The Book Thief,"$19,000,000","$21,488,481","$76,086,711"
en,8.978,2013-11-27,7.4,945,Wein.,Philomena,"$12,000,000","$37,709,979","$98,963,392"
en,8.823,2013-10-25,6.0,928,Par.,Jackass Presents: Bad Grandpa,"$15,000,000","$102,003,019","$160,903,019"
en,8.722000000000001,2013-09-18,6.7,464,FoxS,Enough Said,"$8,000,000","$17,550,872","$25,621,449"
en,8.666,2013-09-27,5.4,127,FoxS,Baggage Claim,"$8,500,000","$21,569,509","$22,885,836"
en,8.581,2013-11-15,6.6,145,Uni.,The Best Man Holiday,"$17,000,000","$70,525,195","$72,835,710"
en,8.476,2013-07-03,6.9,142,LG/S,Kevin Hart: Let Me Explain,"$2,500,000","$32,244,051","$32,327,255"
en,8.32,2013-01-10,6.6,209,Wein.,Quartet,"$11,000,000","$18,388,357","$56,178,935"
en,8.262,2013-12-25,6.9,319,Wein.,Mandela: Long Walk to Freedom,"$35,000,000","$8,323,085","$29,890,402"
en,8.166,2013-08-16,6.2,217,IFC,Ain't Them Bodies Saints,"$5,000,000","$391,611","$1,075,009"
en,8.145,2013-10-06,6.2,438,Wein.,The Immigrant,"$16,000,000","$2,013,456","$7,585,011"
en,8.065,2013-03-22,5.5,385,Focus,Admission,"$13,000,000","$18,007,317","$18,733,666"
en,8.044,2013-05-31,6.6,438,FoxS,The East,"$6,500,000","$2,274,649","$3,027,956"
en,8.023,2013-08-16,6.1,1622,ORF,Jobs,"$18,000,000","$16,131,410","$43,402,515"
en,7.962000000000001,2013-11-22,6.2,858,BV,Delivery Man,"$22,000,000","$30,659,817","$70,536,870"
en,7.917999999999999,2013-12-25,6.0,711,WB,Grudge Match,"$40,000,000","$29,807,260","$69,807,260"
en,7.6739999999999995,2013-08-16,5.7,518,Rela.,Paranoia,"$40,000,000","$7,388,654","$16,340,767"
en,7.561,2013-03-01,4.5,297,CBS,The Last Exorcism Part II,"$4,000,000","$15,179,303","$25,448,707"
en,7.46,2013-03-17,6.7,120,IFC,The Reluctant Fundamentalist,"$15,000,000","$528,731","$528,731"
en,7.2620000000000005,2014-05-09,6.4,528,Trib.,Palo Alto,"$1,000,000","$767,732","$1,156,309"
en,6.937,2013-07-29,4.3,134,IFC,The Canyons,"$250,000","$59,671","$62,375"
en,6.909,2013-01-11,5.5,871,ORF,A Haunted House,"$2,500,000","$40,041,683","$59,922,558"
hi,6.797999999999999,2013-12-20,5.9,136,Yash,Dhoom 3,"$24,000,000","$8,031,955","$11,723,620"
en,6.611000000000001,2013-10-18,5.9,549,BV,The Fifth Estate,"$26,000,000","$3,254,172","$6,154,172"
en,6.5329999999999995,2013-11-01,6.4,1211,CBS,Last Vegas,"$28,000,000","$63,914,167","$112,914,167"
en,6.4,2013-03-01,5.9,142,EOne,The Sweeney,"$4,500,000","$26,345","$8,000,366"
en,6.297999999999999,2013-01-18,7.9,94,SPC,Whiplash,"$3,300,000","$13,092,006","$38,969,037"
en,6.16,2013-03-22,6.7,97,Wein.,The Sapphires,"$9,000,000","$2,450,867","$20,395,040"
en,5.858,2013-09-21,6.1,130,SGem,Battle of the Year,"$20,000,000","$8,888,355","$16,723,377"
ar,5.596,2013-10-25,7.8,84,Magn.,The Square,"$1,900,000","$406,216","$740,932"
ar,5.596,2013-10-25,7.8,84,Magn.,The Square,"$1,500,000","$124,244","$176,262"
de,5.577000000000001,2013-06-07,6.7,61,RAtt.,The Wall,"$3,000,000","$1,803,064","$4,495,262"
en,4.323,2013-07-25,6.3,6176,Fox,The Wolverine,"$115,000,000","$132,556,852","$416,456,852"
en,2.841,2013-09-29,5.9,34,WB,Wonder Woman,"$150,000,000","$412,563,408","$821,133,378"
it,2.336,2013-09-06,5.8,11,RAtt.,The Future,"$1,000,000","$568,662","$1,239,174"
en,2.2640000000000002,2013-11-29,5.6,23,Uni.,Non-Stop,"$50,000,000","$91,742,160","$222,383,055"
en,2.1069999999999998,2013-05-05,5.5,43,ENTMP,Friend Request,"$9,900,000","$3,759,078","$11,310,835"
en,1.7790000000000001,2013-11-27,5.7,25,FoxS,Black Nativity,"$17,500,000","$7,018,188","$7,285,135"
en,1.4,2013-11-22,6.0,15,ELS,The Christmas Candle,"$7,000,000","$1,632,000","$1,933,829"
en,1.327,2013-09-27,5.9,12,ORF,Believe,"$3,500,000","$890,303","$890,303"
he,1.008,2013-10-12,5.3,9,FoxS,Youth,"$13,000,000","$2,703,296","$24,001,573"
en,0.84,2013-09-13,4.7,3,Uni.,Truth or Dare,"$3,500,000","$41,411,015","$95,127,344"
en,0.68,2013-01-31,5.7,3,Uni.,Robin Hood,"$99,000,000","$30,824,628","$84,747,441"
en,0.68,2013-01-31,5.7,3,Uni.,Robin Hood,"$210,000,000","$105,487,148","$322,459,006"
en,0.6,2013-09-09,7.6,11,Par.,Noah,"$130,000,000","$101,200,044","$352,831,065"
en,0.6,2013-07-01,7.0,1,STX,Adrift,"$35,000,000","$31,445,011","$57,897,191"
en,0.6,2013-06-07,6.2,2631,Fox,The Internship,"$58,000,000","$44,672,764","$93,672,764"
en,0.6,2013-09-24,1.6,4,Fox,Unstoppable,"$95,000,000","$81,562,942","$165,720,921"
en,78.123,2014-10-24,7.2,10081,LG/S,John Wick,"$30,000,000","$43,037,835","$76,235,001"
en,53.783,2014-12-17,7.3,8392,WB (NL),The Hobbit: The Battle of the Five Armies,"$250,000,000","$255,119,788","$945,577,621"
en,49.606,2014-08-01,7.9,17958,BV,Guardians of the Galaxy,"$170,000,000","$333,172,112","$770,867,516"
en,41.867,2014-05-23,7.5,10062,Fox,X-Men: Days of Future Past,"$200,000,000","$233,921,534","$747,862,775"
en,36.955,2014-09-19,7.1,10626,Fox,The Maze Runner,"$34,000,000","$102,427,862","$348,319,861"
en,36.92,2014-11-07,7.8,10176,BV,Big Hero 6,"$165,000,000","$222,527,828","$652,127,828"
en,33.836999999999996,2014-11-21,6.8,10087,LGF,The Hunger Games: Mockingjay - Part 1,"$125,000,000","$337,135,885","$766,575,131"
en,33.078,2014-12-19,8.1,10396,Wein.,The Imitation Game,"$15,000,000","$91,125,143","$227,740,463"
en,31.215,2014-10-03,7.9,10459,Fox,Gone Girl,"$61,000,000","$167,767,189","$368,567,189"
en,29.043000000000003,2014-10-03,6.2,3719,Uni.,Dracula Untold,"$70,000,000","$55,991,880","$220,241,723"
en,28.941999999999997,2014-09-26,7.2,4989,Sony,The Equalizer,"$55,000,000","$101,530,738","$192,903,624"
en,28.784000000000002,2014-10-10,8.4,7908,SPC,Whiplash,"$3,300,000","$13,092,006","$38,969,037"
en,28.44,2014-11-05,8.2,18597,Par.,Interstellar,"$165,000,000","$188,017,894","$666,379,375"
en,28.424,2014-07-18,6.6,3754,Uni.,The Purge: Anarchy,"$9,000,000","$71,562,550","$111,534,881"
en,27.641,2014-07-11,7.3,7080,Fox,Dawn of the Planet of the Apes,"$170,000,000","$208,545,589","$710,644,566"
en,27.105999999999998,2014-06-13,7.7,5589,Fox,How to Train Your Dragon 2,"$145,000,000","$177,002,924","$614,586,270"
en,26.789,2014-12-12,5.7,2909,Fox,Exodus: Gods and Kings,"$140,000,000","$65,014,513","$268,314,513"
en,26.103,2015-02-13,7.6,10287,Fox,Kingsman: The Secret Service,"$94,000,000","$128,261,724","$404,561,724"
en,25.596999999999998,2014-10-31,7.7,5860,ORF,Nightcrawler,"$8,500,000","$32,381,218","$50,334,418"
en,25.215,2014-02-21,5.4,2078,TriS,Pompeii,"$80,000,000","$23,169,033","$108,469,033"
en,20.961,2014-06-27,5.8,4805,Par.,Transformers: Age of Extinction,"$210,000,000","$245,439,076","$1,104,039,076"
en,20.899,2014-11-26,6.4,2273,Fox,Penguins of Madagascar,"$132,000,000","$83,350,911","$366,942,531"
en,20.846999999999998,2014-05-02,6.4,7220,Sony,The Amazing Spider-Man 2,"$200,000,000","$202,853,933","$708,996,336"
en,20.429000000000002,2014-07-18,5.3,2684,Sony,Sex Tape,"$40,000,000","$38,543,473","$126,069,509"
en,20.064,2014-12-19,6.1,3536,Fox,Night at the Museum: Secret of the Tomb,"$127,000,000","$113,746,621","$353,756,621"
en,19.753,2014-06-06,7.6,8047,WB,Edge of Tomorrow,"$178,000,000","$100,206,256","$370,541,256"
en,19.373,2014-09-19,6.3,1685,Uni.,A Walk Among the Tombstones,"$28,000,000","$26,017,685","$62,108,587"
en,19.274,2014-05-30,7.0,8143,BV,Maleficent,"$180,000,000","$241,407,328","$758,536,735"
en,18.797,2014-08-15,6.1,2876,LGF,The Expendables 3,"$100,000,000","$39,322,544","$209,461,378"
en,18.473,2014-12-25,7.4,7658,WB,American Sniper,"$58,000,000","$350,126,372","$547,326,372"
en,18.421,2014-11-26,6.2,2581,WB,Horrible Bosses 2,"$40,000,000","$54,445,357","$105,945,357"
en,18.419,2015-03-27,6.5,3485,RTWC,It Follows,"$2,000,000","$14,674,077","$23,250,755"
en,18.31,2014-03-07,8.0,8091,FoxS,The Grand Budapest Hotel,"$31,000,000","$59,076,019","$163,981,261"
en,18.11,2014-04-11,6.3,1803,Fox,Rio 2,"$130,000,000","$131,538,435","$492,846,291"
en,18.073,2014-04-04,7.7,11034,BV,Captain America: The Winter Soldier,"$170,000,000","$259,746,958","$714,401,889"
en,17.747,2014-08-27,6.1,852,Rela.,The November Man,"$15,000,000","$25,018,119","$34,820,335"
en,16.982,2014-03-21,6.9,8279,LG/S,Divergent,"$85,000,000","$150,947,895","$276,014,965"
en,16.73,2014-07-25,6.3,10019,Uni.,Lucy,"$40,000,000","$126,573,960","$457,507,776"
en,16.464000000000002,2014-10-10,7.3,2356,WB,The Judge,"$50,000,000","$47,119,388","$76,119,388"
en,16.379,2014-10-31,7.1,1069,Wein.,St. Vincent,"$13,000,000","$44,137,712","$54,837,234"
en,15.964,2014-11-14,5.5,1842,Uni.,Dumb and Dumber To,"$40,000,000","$86,208,010","$156,553,592"
en,15.924000000000001,2014-10-11,6.3,476,RTWC,Escobar: Paradise Lost,"$17,000,000","$195,792","$3,917,679"
en,15.389000000000001,2014-10-24,5.1,1670,Uni.,Ouija,"$5,000,000","$50,856,010","$103,300,632"
en,15.237,2014-10-17,6.8,618,IFC,Camp X-Ray,"$1,000,000","$9,837","$101,053"
en,14.979000000000001,2014-05-09,6.2,4536,Uni.,Neighbors,"$18,000,000","$150,086,800","$270,944,428"
en,14.795,2014-09-12,6.7,1215,FoxS,The Drop,"$12,600,000","$10,724,389","$19,054,534"
ko,14.735,2014-06-27,6.8,4748,RTWC,Snowpiercer,"$40,000,000","$4,563,029","$88,069,880"
en,14.244000000000002,2015-01-09,6.6,1359,WB,Inherent Vice,"$20,000,000","$8,110,975","$14,772,346"
en,13.989,2014-10-03,5.6,3357,WB (NL),Annabelle,"$6,500,000","$84,273,813","$256,862,920"
en,13.905,2014-03-28,5.6,3955,Par.,Noah,"$130,000,000","$101,200,044","$352,831,065"
en,13.866,2014-11-26,7.9,6412,Focus,The Theory of Everything,"$15,000,000","$35,893,537","$123,327,692"
en,13.754000000000001,2014-01-10,4.5,805,LG/S,The Legend of Hercules,"$70,000,000","$18,848,538","$58,953,319"
en,13.725999999999999,2014-12-25,5.7,2880,BV,Into the Woods,"$56,200,000","$128,002,372","$213,116,401"
en,13.722999999999999,2014-03-14,6.1,2389,BV,Need for Speed,"$66,000,000","$43,568,507","$194,169,619"
en,13.562000000000001,2014-02-28,6.8,3330,Uni.,Non-Stop,"$50,000,000","$91,742,160","$222,383,055"
en,13.527999999999999,2014-07-18,6.2,435,A24,The Rover,"$8,500,000","$1,109,199","$3,180,252"
en,12.860999999999999,2014-02-07,5.9,2229,Sony,The Monuments Men,"$70,000,000","$78,031,620","$158,702,748"
en,12.812999999999999,2014-03-07,6.6,1357,Fox,Mr. Peabody & Sherman,"$145,000,000","$111,506,430","$269,806,430"
en,12.7,2014-01-24,5.2,1090,LGF,"I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
en,12.481,2013-12-12,6.8,4443,Sony,American Hustle,"$40,000,000","$150,117,807","$257,878,294"
en,12.389000000000001,2013-11-22,7.9,4961,Focus,Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845"
en,12.354000000000001,2014-12-25,7.4,2240,Uni.,Unbroken,"$65,000,000","$115,637,895","$163,527,824"
en,12.270999999999999,2014-12-31,6.6,792,A24,A Most Violent Year,"$20,000,000","$5,749,134","$8,846,875"
en,12.047,2014-08-22,7.4,2703,WB (NL),If I Stay,"$11,000,000","$50,474,843","$78,356,170"
en,12.017000000000001,2014-12-25,7.0,2153,Wein.,Big Eyes,"$10,000,000","$14,482,031","$27,317,872"
en,12.003,2014-03-21,6.1,268,ALP,Blood Ties,"$26,000,000","$42,472","$2,923,959"
en,11.894,2014-04-25,6.3,2276,IFC,The Other Woman,"$40,000,000","$83,911,193","$195,111,193"
en,11.502,2014-11-28,6.4,3528,IFC,The Babadook,"$2,000,000","$950,792","$7,482,387"
en,11.219000000000001,2014-09-26,6.7,1016,Focus,The Boxtrolls,"$60,000,000","$50,837,305","$111,946,251"
en,11.175999999999998,2014-06-13,6.9,5167,Sony,22 Jump Street,"$50,000,000","$191,719,337","$331,333,876"
en,11.140999999999998,2014-07-11,7.5,3097,IFC,Boyhood,"$4,000,000","$25,379,975","$57,273,049"
en,11.095,2014-08-29,8.3,1399,RAtt.,Mommy,"$4,900,000","$3,498,695","$17,536,004"
en,11.061,2014-01-17,6.1,1687,Par.,Jack Ryan: Shadow Recruit,"$60,000,000","$50,577,412","$131,377,412"
en,11.035,2014-04-17,6.0,3491,WB,Transcendence,"$100,000,000","$23,022,309","$103,039,258"
en,11.011,2014-02-14,6.1,1279,Rela.,3 Days to Kill,"$28,000,000","$30,697,999","$38,959,900"
en,10.979000000000001,2014-07-03,5.2,735,WB (NL),Tammy,"$20,000,000","$84,525,432","$96,407,655"
en,10.899000000000001,2014-04-18,6.3,576,RTWC,13 Sins,"$4,000,000","$9,134","$47,552"
en,10.841,2014-04-03,6.4,1747,Rela.,Oculus,"$5,000,000","$27,695,246","$44,115,496"
en,10.831,2014-01-17,6.2,1277,Uni.,Ride Along,"$25,000,000","$134,202,565","$153,733,800"
en,10.828,2014-07-11,7.2,2089,Wein.,Begin Again,"$8,000,000","$16,170,632","$68,838,736"
en,10.747,2014-12-05,7.5,1946,SPC,Still Alice,"$5,000,000","$18,656,400","$41,699,612"
en,10.613,2014-05-23,6.7,1709,WB,Blended,"$45,000,000","$46,290,741","$127,990,741"
en,10.581,2014-04-11,6.6,460,LG/S,Draft Day,"$25,000,000","$28,842,237","$29,847,480"
en,10.501,2014-01-17,5.6,529,ORF,The Nut Job,"$30,000,000","$64,251,538","$122,529,966"
en,10.341,2014-09-12,6.7,394,RAtt.,The Skeleton Twins,"$1,000,000","$5,284,309","$5,797,192"
en,10.267000000000001,2014-07-25,6.5,784,RAtt.,A Most Wanted Man,"$15,000,000","$17,237,855","$36,068,890"
en,10.062000000000001,2014-10-10,6.6,507,Focus,Kill the Messenger,"$5,000,000","$2,450,846","$6,656,705"
en,10.059,2014-09-05,5.8,126,Free,Falcon Rising,"$4,500,000","$11,774","$11,774"
en,9.718,2014-04-16,6.2,363,TriS,Heaven is for Real,"$12,000,000","$91,386,097","$100,916,299"
en,9.586,2013-12-27,6.9,843,Wein.,August: Osage County,"$25,000,000","$37,738,810","$50,738,810"
en,9.582,2014-04-11,6.9,408,Wein.,The Railway Man,"$18,000,000","$4,438,438","$23,910,210"
en,9.541,2014-12-25,7.5,1354,Par.,Selma,"$20,000,000","$52,076,908","$66,776,576"
en,9.446,2014-01-03,5.3,752,Par.,Paranormal Activity: The Marked Ones,"$5,000,000","$32,462,372","$90,904,854"
en,9.362,2014-11-07,5.6,96,Magn.,Skin Trade,"$9,000,000","$1,242","$1,242"
en,9.193999999999999,2014-04-25,5.9,909,Rela.,Brick Mansions,"$28,000,000","$20,396,829","$73,421,224"
en,9.191,2014-09-26,6.5,1241,EOne,Two Night Stand,"$1,600,000","$15,600","$868,081"
en,9.128,2014-04-25,6.9,1370,A24,Locke,"$2,000,000","$1,370,646","$2,088,390"
en,9.118,2014-03-21,6.2,473,BV,Muppets Most Wanted,"$55,000,000","$51,178,893","$79,312,301"
en,9.019,2014-11-07,6.7,121,ORF,Rosewater,"$10,000,000","$3,128,941","$3,185,717"
en,8.807,2014-12-25,5.8,783,Par.,The Gambler,"$25,000,000","$33,680,992","$38,718,031"
en,8.807,2014-12-25,5.8,783,Par.,The Gambler,"$3,000,000","$51,773","$101,773"
en,8.687000000000001,2014-08-11,6.5,3075,Wein.,The Giver,"$25,000,000","$45,090,374","$66,540,205"
en,8.655,2014-09-19,5.3,601,A24,Tusk,"$3,000,000","$1,821,983","$1,887,554"
en,8.649,2014-01-31,6.1,1759,Focus,That Awkward Moment,"$8,000,000","$26,068,955","$53,068,955"
en,8.627,2014-11-14,5.8,151,KE,Wolves,"$18,000,000",$0,"$94,953"
en,8.622,2014-10-17,7.3,1512,Rela.,The Best of Me,"$26,000,000","$26,766,213","$41,059,418"
en,8.459,2014-07-18,7.6,1814,FoxS,I Origins,"$1,000,000","$336,472","$852,399"
